player_id,player_name,round,gw_date,total_points,goals_scored,assists,minutes,was_home,opponent,points_per_90,avg_sentiment,weighted_sentiment,n_comments,negative_share,positive_share,pre_sentiment,post_sentiment,n_comments_pre,n_comments_post,low_sample_flag,points_zscore,sentiment_zscore,divergence_zscore
366,Alisson Becker,1,2025-08-15 19:00:00+00:00,1,0,0,90,True,Bournemouth,1.0,-0.05213076923076922,-0.1476287958115184,13.0,0.3076923076923077,0.23076923076923078,-0.2757,0.014939999999999998,3.0,10.0,False,-0.12905480780168835,-0.5920308491686918,-0.46297604136700343
366,Alisson Becker,2,2025-08-25 19:00:00+00:00,1,0,0,90,False,Newcastle,1.0,-0.12283,-0.1987054054054054,10.0,0.3,0.2,0.3421,-0.32208571428571425,3.0,7.0,False,-0.12905480780168835,-0.8799070292674971,-0.7508522214658088
366,Alisson Becker,3,2025-08-31 15:30:00+00:00,8,0,0,90,True,Arsenal,8.0,0.3976352941176471,0.39852499999999996,17.0,0.058823529411764705,0.7058823529411765,0.6249,0.38343125,1.0,16.0,False,2.6166003171320478,1.2393460250358497,-1.377254292096198
366,Alisson Becker,4,2025-09-14 13:00:00+00:00,6,0,0,90,False,Burnley,6.0,0.3445357142857143,0.3221923423423423,14.0,0.2857142857142857,0.6428571428571429,0.4215,0.3317083333333333,2.0,12.0,False,1.8321274242938375,1.0231328634420025,-0.808994560851835
366,Alisson Becker,5,2025-09-20 11:30:00+00:00,2,0,0,90,True,Everton,2.0,0.005425000000000009,-0.06767364341085272,12.0,0.16666666666666666,0.3333333333333333,0.005425000000000009,0.005425000000000009,0.0,12.0,False,0.2631816386174168,-0.35767278319644896,-0.6208544218138657
366,Alisson Becker,6,2025-09-27 14:00:00+00:00,2,0,0,90,False,Crystal Palace,2.0,0.05385000000000001,-0.06937094017094017,12.0,0.25,0.25,0.0,0.05874545454545455,1.0,11.0,False,0.2631816386174168,-0.16049377757490985,-0.4236754161923266
366,Alisson Becker,7,2025-10-04 16:30:00+00:00,0,0,0,0,False,Chelsea,0.0,,,,,,,,,,,-0.5212912542207935,,
366,Alisson Becker,8,2025-10-19 15:30:00+00:00,0,0,0,0,True,Man Utd,0.0,-0.05135,-0.05135,2.0,0.5,0.0,-0.05135,-0.05135,0.0,2.0,True,-0.5212912542207935,-0.5888516793071952,-0.0675604250864017
366,Alisson Becker,9,2025-10-25 19:00:00+00:00,0,0,0,0,False,Brentford,0.0,,,,,,,,,,,-0.5212912542207935,,
366,Alisson Becker,10,2025-11-01 20:00:00+00:00,0,0,0,0,True,Aston Villa,0.0,,,,,,,,,,,-0.5212912542207935,,
